1	0.0
2	0.0
3	0.0
4	0.001
5	0.004
6	0.011
7	0.024
8	0.055
9	0.058
10	0.076
11	0.116
12	0.135
13	0.189
14	0.226
15	0.274
16	0.266
17	0.314
18	0.319
19	0.387
20	0.407
21	0.426
22	0.431
23	0.463
24	0.491
25	0.428
26	0.535
27	0.482
28	0.536
29	0.543
30	0.542
31	0.557
32	0.593
33	0.582
34	0.602
35	0.634
36	0.635
37	0.645
38	0.653
39	0.645
40	0.666
41	0.589
42	0.652
43	0.669
44	0.651
45	0.699
46	0.662
47	0.712
48	0.718
49	0.725
50	0.715
51	0.734
52	0.741
53	0.759
54	0.744
55	0.757
56	0.74
57	0.762
58	0.658
59	0.756
60	0.748
61	0.73
62	0.765
63	0.766
64	0.745
65	0.784
66	0.792
67	0.783
68	0.738
69	0.799
70	0.772
71	0.808
72	0.815
73	0.818
74	0.829
75	0.821
76	0.833
77	0.812
78	0.775
79	0.757
80	0.828
81	0.816
82	0.836
83	0.844
84	0.843
85	0.84
86	0.849
87	0.719
88	0.851
89	0.855
90	0.85
91	0.86
92	0.862
93	0.86
94	0.863
95	0.809
96	0.861
97	0.849
98	0.854
99	0.846
100	0.857
101	0.874
102	0.877
103	0.878
104	0.882
105	0.866
106	0.871
107	0.876
108	0.878
109	0.85
110	0.884
111	0.885
112	0.883
113	0.887
114	0.871
115	0.882
116	0.889
117	0.89
118	0.888
119	0.875
120	0.885
121	0.893
122	0.888
123	0.878
124	0.877
125	0.892
126	0.791
127	0.885
128	0.884
129	0.836
130	0.895
131	0.895
132	0.902
133	0.867
134	0.891
135	0.898
136	0.901
137	0.906
138	0.898
139	0.897
140	0.905
141	0.897
142	0.904
143	0.89
144	0.867
145	0.913
146	0.898
147	0.911
148	0.872
149	0.749
150	0.916
151	0.91
152	0.903
153	0.905
154	0.898
155	0.909
156	0.905
157	0.92
158	0.77
159	0.917
160	0.166
161	0.888
162	0.911
163	0.917
164	0.917
165	0.92
166	0.921
167	0.92
168	0.923
169	0.928
170	0.924
171	0.912
172	0.909
173	0.909
174	0.906
175	0.92
176	0.917
177	0.921
178	0.916
179	0.916
180	0.923
181	0.917
182	0.923
183	0.905
184	0.911
185	0.918
186	0.905
187	0.915
188	0.92
189	0.914
