1	0.0
2	0.001
3	0.019
4	0.076
5	0.181
6	0.291
7	0.381
8	0.443
9	0.5
10	0.536
11	0.584
12	0.628
13	0.653
14	0.597
15	0.704
16	0.713
17	0.732
18	0.76
19	0.768
20	0.795
21	0.794
22	0.798
23	0.816
24	0.825
25	0.817
26	0.824
27	0.838
28	0.847
29	0.853
30	0.863
31	0.867
32	0.877
33	0.877
34	0.888
35	0.874
36	0.896
37	0.882
38	0.895
39	0.88
40	0.903
41	0.876
42	0.899
43	0.909
44	0.912
45	0.891
46	0.909
47	0.91
48	0.915
49	0.908
50	0.908
51	0.907
52	0.917
53	0.917
54	0.917
55	0.913
56	0.911
57	0.915
58	0.916
59	0.924
60	0.928
61	0.924
62	0.918
63	0.931
64	0.926
65	0.915
66	0.935
67	0.929
68	0.93
69	0.934
70	0.926
71	0.927
72	0.932
73	0.937
74	0.936
75	0.92
76	0.942
77	0.94
78	0.937
79	0.943
80	0.934
81	0.946
82	0.944
83	0.938
84	0.947
85	0.945
86	0.94
87	0.951
88	0.943
89	0.928
90	0.942
91	0.954
92	0.943
93	0.943
94	0.946
95	0.949
96	0.955
97	0.953
98	0.954
99	0.957
100	0.954
101	0.955
102	0.954
103	0.949
104	0.947
105	0.954
106	0.952
107	0.953
108	0.952
109	0.953
110	0.956
111	0.958
112	0.964
113	0.957
114	0.958
115	0.963
116	0.955
117	0.958
118	0.962
119	0.957
120	0.96
121	0.959
122	0.952
123	0.952
124	0.954
125	0.952
126	0.948
127	0.963
128	0.958
129	0.96
130	0.958
131	0.955
132	0.959
