1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.002
9	0.003
10	0.002
11	0.008
12	0.014
13	0.031
14	0.049
15	0.063
16	0.09
17	0.135
18	0.17
19	0.189
20	0.232
21	0.251
22	0.286
23	0.293
24	0.32
25	0.341
26	0.376
27	0.38
28	0.416
29	0.439
30	0.47
31	0.488
32	0.491
33	0.507
34	0.53
35	0.532
36	0.53
37	0.555
38	0.574
39	0.531
40	0.594
41	0.5
42	0.577
43	0.592
44	0.596
45	0.546
46	0.587
47	0.637
48	0.647
49	0.668
50	0.676
51	0.67
52	0.691
53	0.676
54	0.69
55	0.64
56	0.685
57	0.697
58	0.645
59	0.715
60	0.659
61	0.707
62	0.716
63	0.72
64	0.726
65	0.72
66	0.706
67	0.748
68	0.756
69	0.754
70	0.747
71	0.771
72	0.764
73	0.598
74	0.782
75	0.759
76	0.785
77	0.78
78	0.789
79	0.792
80	0.719
81	0.795
82	0.768
83	0.691
84	0.779
85	0.776
86	0.803
87	0.783
88	0.815
89	0.804
90	0.816
91	0.816
92	0.823
93	0.824
94	0.585
95	0.523
96	0.828
97	0.815
98	0.82
99	0.777
100	0.812
101	0.829
102	0.824
103	0.794
104	0.816
105	0.81
106	0.826
107	0.745
108	0.825
109	0.824
110	0.83
111	0.816
112	0.825
113	0.834
114	0.787
115	0.832
116	0.812
117	0.833
118	0.811
119	0.828
120	0.841
121	0.839
122	0.353
123	0.847
124	0.84
125	0.865
126	0.817
127	0.821
128	0.839
129	0.866
130	0.804
131	0.838
132	0.865
133	0.776
134	0.854
135	0.86
136	0.86
137	0.874
138	0.851
139	0.859
140	0.867
141	0.863
142	0.855
143	0.874
144	0.853
145	0.877
146	0.883
147	0.892
148	0.885
149	0.894
150	0.87
151	0.892
152	0.895
153	0.875
154	0.502
155	0.726
156	0.893
157	0.901
158	0.892
159	0.897
160	0.89
161	0.881
162	0.906
163	0.892
164	0.909
165	0.905
166	0.879
167	0.898
168	0.901
169	0.899
170	0.887
171	0.906
172	0.912
173	0.907
174	0.911
175	0.917
176	0.912
177	0.883
178	0.919
179	0.908
180	0.916
181	0.919
182	0.9
183	0.893
184	0.913
185	0.905
186	0.901
187	0.89
188	0.905
189	0.904
190	0.911
191	0.917
192	0.905
193	0.906
194	0.924
195	0.911
196	0.898
197	0.915
198	0.903
199	0.903
200	0.925
