1	0.0
2	0.006
3	0.03
4	0.09
5	0.249
6	0.39
7	0.461
8	0.542
9	0.59
10	0.545
11	0.648
12	0.655
13	0.691
14	0.713
15	0.735
16	0.75
17	0.771
18	0.783
19	0.787
20	0.799
21	0.812
22	0.818
23	0.822
24	0.829
25	0.842
26	0.825
27	0.806
28	0.825
29	0.853
30	0.853
31	0.857
32	0.852
33	0.866
34	0.824
35	0.873
36	0.876
37	0.874
38	0.88
39	0.879
40	0.842
41	0.895
42	0.901
43	0.895
44	0.899
45	0.88
46	0.852
47	0.891
48	0.895
49	0.905
50	0.902
51	0.907
52	0.909
53	0.843
54	0.891
55	0.898
56	0.904
57	0.892
58	0.905
59	0.902
60	0.902
61	0.914
62	0.905
63	0.897
64	0.917
65	0.913
66	0.911
67	0.906
68	0.926
69	0.925
70	0.923
71	0.922
72	0.774
73	0.928
74	0.857
75	0.924
76	0.921
77	0.911
78	0.921
79	0.932
80	0.885
81	0.925
82	0.93
83	0.929
84	0.931
85	0.929
86	0.916
87	0.93
88	0.931
89	0.935
90	0.939
91	0.932
92	0.937
93	0.939
94	0.94
95	0.939
96	0.924
97	0.944
98	0.942
99	0.938
100	0.94
101	0.939
102	0.928
103	0.939
104	0.941
105	0.944
106	0.923
107	0.942
108	0.932
109	0.939
110	0.916
111	0.941
112	0.887
113	0.95
114	0.937
115	0.912
116	0.938
117	0.932
