1	0.0
2	0.0
3	0.003
4	0.016
5	0.054
6	0.101
7	0.156
8	0.221
9	0.292
10	0.357
11	0.426
12	0.469
13	0.511
14	0.565
15	0.574
16	0.615
17	0.613
18	0.648
19	0.671
20	0.686
21	0.705
22	0.707
23	0.729
24	0.75
25	0.763
26	0.769
27	0.548
28	0.748
29	0.784
30	0.744
31	0.821
32	0.814
33	0.832
34	0.84
35	0.837
36	0.843
37	0.848
38	0.862
39	0.76
40	0.849
41	0.877
42	0.883
43	0.881
44	0.893
45	0.892
46	0.864
47	0.864
48	0.906
49	0.897
50	0.883
51	0.885
52	0.901
53	0.886
54	0.885
55	0.904
56	0.9
57	0.91
58	0.908
59	0.917
60	0.818
61	0.918
62	0.916
63	0.728
64	0.864
65	0.915
66	0.911
67	0.892
68	0.921
69	0.918
70	0.915
71	0.923
72	0.921
73	0.931
74	0.928
75	0.927
76	0.922
77	0.928
78	0.922
79	0.933
80	0.936
81	0.935
82	0.928
83	0.937
84	0.933
85	0.933
86	0.931
87	0.926
88	0.941
89	0.944
90	0.945
91	0.928
92	0.947
93	0.941
94	0.94
95	0.934
96	0.944
97	0.947
98	0.948
99	0.954
100	0.95
101	0.955
102	0.942
103	0.949
104	0.943
105	0.956
106	0.959
107	0.957
108	0.961
109	0.942
110	0.949
111	0.957
112	0.962
113	0.947
114	0.933
115	0.952
116	0.959
117	0.958
118	0.962
119	0.954
120	0.957
121	0.956
122	0.96
123	0.959
124	0.962
125	0.955
126	0.967
127	0.954
128	0.958
129	0.961
130	0.964
131	0.965
132	0.961
133	0.955
134	0.95
135	0.957
136	0.961
137	0.959
138	0.927
139	0.959
140	0.727
141	0.958
142	0.966
143	0.954
144	0.968
145	0.963
146	0.96
147	0.963
148	0.964
149	0.97
150	0.961
151	0.916
152	0.963
153	0.969
154	0.966
155	0.965
156	0.964
157	0.968
158	0.964
159	0.969
160	0.963
161	0.966
162	0.969
163	0.965
164	0.965
165	0.97
166	0.971
167	0.966
168	0.959
169	0.973
170	0.963
171	0.951
172	0.97
173	0.965
174	0.963
175	0.969
176	0.969
177	0.963
178	0.973
179	0.607
180	0.964
181	0.956
182	0.961
183	0.966
184	0.962
185	0.961
186	0.965
187	0.669
188	0.973
189	0.971
